Consolidated Item List,,,,,,,,Commodity Type,Item Count,Item Type,Item Count
PPIB-6-8,#6 - #8 SCREW BLUE WALL ANCHOR,PETERS,700,"20,000",0,Fasteners,Screw,,,,
PPIR-10-12,PPIR-10-12 ANCHOR 10 X 1 RED,PETERS,700,"40,000",0,Fasteners,Anchor,,,,
PPIS004C0004SS,4-40 X 1/4 PHL PAN INT SEMS,HI-Q,700,0,"100,000",Fasteners,Screw,,,,
PPIS004C0004STZI3,#4-40x1/4 PHL PAN INT SEMS STL,STELFA,700,"15,500",0,Fasteners,Screw,,,,
PPIS004C0006SS,4-40 X 3/8 PHL PAN INT SEMS,HI-Q,700,"1,200",0,Fasteners,Screw,,,,
PPIS006C0003SS,6-32 X 3/16 P-PAN INTERNAL SEM,HI-Q,700,"5,600",0,Fasteners,Screw,,,,
PPIS006C0004STBO,6-32 X 1/4 PHL PAN INTERNAL,ACC-SP,700,"144,650",0,Fasteners,Screw,,,,
PPIS006C0004STZI3,6-32 X 1/4 PHL PAN INT SEMS,STELFA,700,"14,400",0,Fasteners,Screw,,,,
PPIS006C0005SS,6-32 X 5/16 PHIL PAN INT SEMS,HI-Q,700,"3,000",0,Fasteners,Screw,,,,
PPIS006C0006SS,6-32 X 3/8 PHL PAN INT SEMS,WELLFL,901-FEND,"146,700",0,Fasteners,Screw,,,,
PPIS006C0006STBO,6-32 X 3/8 PHL PAN INT SEMS,ACC-SP,701,"4,500",0,Fasteners,Screw,,,,
PPIS006C0010SS,6-32X5/8 PHIL PAN HD INT SEMS,HI-Q,700,"4,300",0,Fasteners,Screw,,,,
PPIS008C0006STBOW,8-32 X 3/8 PHL PAN INT SEMS,ACC-SP,701,"5,450",0,Fasteners,Screw,,,,
PPIS008C0006STZI,8-32 X 3/8 PHL PAN INT SEMS,STELFA,700,"7,500",0,Fasteners,Screw,,,,
PPIS008C0012SS,8-32 X 3/4 PHIL PAN INTERNAL,HI-Q,700,"2,420","24,000",Fasteners,Screw,,,,
PPIS010C0006STZI,10-24 X 3/8 PHIL PAN INT SEMS,KAN,700,"3,500",0,Fasteners,Screw,,,,
PPIS010F0005SS,10-32 X 5/16 PHIL PAN INT SEMS,HI-Q,704-GEC,0,"260,000",Fasteners,Screw,,,,
PPIS010F0012STZI,10-32 X 3/4 PHL PAN INT SEMS,HI-Q,700,"20,000",0,Fasteners,Screw,,,,
PPIS030C0006SS,M3-0.5 X 6MM PHILLIPS PAN HEAD,HI-Q,700,"6,400",0,Fasteners,Screw,,,,
PPIS030C006STZI,M3 X 6MM PHIL PAN INT SEMS JIS,HI-Q,700,"1,000",0,Fasteners,Screw,,,,
PPIS030C008SS,M3 X 8MM PHIL PAN INT.TOOTH,STR,700,"1,000",0,Fasteners,Washer,,,,
PPIS030C010SS,M3 X 10MM PHIL PAN INT.TOOTH,HI-Q,700,"2,100",0,Fasteners,Washer,,,,
PPIS035C008STZI,M3.5 X 8MM PHL PAN EXT SEMS,HI-Q,700,30,0,Fasteners,Screw,,,,
PPIS040C006STZI,M4-.7 X 6MM PHL PAN INTERNAL,BBS,700,"7,000",0,Fasteners,Screw,,,,
PPIS040C020STZI,M4-.7 X 20MM PHL PAN INTERNAL,LM,700,"3,500",0,Fasteners,Screw,,,,
PPIS250C0008STBONP,1/4-20X1/2 PHIL PAN HD INT,ACC-SP,702,"21,140",0,Fasteners,Screw,,,,
PPIT003C0006STZI3,3-48x3/8 PHIL PAN INTERNAL,GOFAST,902-OPTO,"4,140",0,Fasteners,Screw,,,,
PPMS001F0002SS,1-72x1/8 PHIL PAN M/S,WSC,700,"1,238",0,Fasteners,Screw,,,,
PPMS002C00005SS,2-56 X 5/32(.1562) PHIL PAN MS,STR,700,"19,347",0,Fasteners,Screw,,,,
PPMS002C0003SS,2-56 X 3/16 PHIL PAN M/S,HI-Q,700,"7,000",0,Fasteners,Screw,,,,
PPMS002C0004SS,2-56x1/4 PHIL PAN M/S,STR,700,"15,032",0,Fasteners,Screw,,,,
PPMS002C0004SS204,2-56x1/4 PHIL PAN M/S,ACC-SP,701,"43,735",0,Fasteners,Screw,,,,
PPMS002C0004STZI,#2-56x1/4 PHIL PAN M/S STL,HI-Q,700,"3,500",0,Fasteners,Screw,,,,
PPMS002C0005SS,#2-56x5/16 PHIL PAN M/S,STR,700,"2,000",0,Fasteners,Screw,,,,
PPMS002C0006STZI,2-56 X 3/8 PHIL PAN M/S STL,HI-Q,700,"3,000",0,Fasteners,Screw,,,,
PPMS002C0007NY,#2-56x7/16 PHIL PAN M/S NYLON,VIP,700,"1,000",0,Fasteners,Screw,,,,
PPMS002C0007NYB,#2-56x7/16 PHIL PAN M/S,VIP,700,580,0,Fasteners,Screw,,,,
PPMS002C0007SS,2-56 X 7/16 PHIL PAN M/S,STR,700,"2,700",0,Fasteners,Screw,,,,
PPMS002C0010SS,#2-56x5/8 PHIL PAN M/S,BBS,700,"3,526",0,Fasteners,Screw,,,,
PPMS002C0012STZI,#2-56x3/4 PHIL PAN M/S STL,HI-Q,700,50,0,Fasteners,Screw,,,,
PPMS003C0016STBO,3-48 X 1 PHIL PAN MACHINE,ACC-SP,701,"20,602",0,Fasteners,Screw,,,,
PPMS003C0016STNI,3-48 X 1 PHIL PAN MACHINE,ACC-SP,800,"2,300",0,Fasteners,Screw,,,,
PPMS004C0002SS,4-40x1/8 PHIL PAN M/S,STR,700,400,0,Fasteners,Screw,,,,
PPMS004C0003SS,4-40x3/16 PHIL PAN M/S,STR,700,"4,500",0,Fasteners,Screw,,,,
PPMS004C0003SSDL204,4-40x3/16 PHIL PAN M/S,ACC-SP,701,350,0,Fasteners,Screw,,,,
PPMS004C0003SSNP,4-40 X 3/16 PHL PAN M/S S/S,ACC-SP,701,"8,125",0,Fasteners,Screw,,,,
PPMS004C0003ST,4-40 X 3/16 PHIL PAN M/S STEEL,TRIEM,700,0,"40,000",Fasteners,Screw,,,,
PPMS004C0003STLCT,4-40 X 3/16 PHIL PAN M/S STEEL,ACC-SP,701,"9,618",0,Fasteners,Screw,,,,
PPMS004C0003STZI3,#4-40x3/16 PHIL PAN M/S STL,BBS,700,"47,400",0,Fasteners,Screw,,,,
PPMS004C0004SS,4-40 X 1/4 PHIL PAN M/S,STR,700,"41,090","120,000",Fasteners,Screw,,,,
PPMS004C0004SSNP,4-40 X 1/4 PHIL PAN M/S,ACC-SP,701,"57,410",0,Fasteners,Screw,,,,
PPMS004C0004STLCT,4-40 X 1/4  PHIL PAN M/S STEEL,ACC-SP,701,270,0,Fasteners,Screw,,,,
PPMS004C0004STZI-M,4-40 X 1/4 PHIL PAN M/S STL,STELFA,700,"79,050",0,Fasteners,Screw,,,,
PPMS004C0005STLCT,4-40 X 5/16 PHIL PAN M/S STEEL,ACC-SP,701,"5,075",0,Fasteners,Screw,,,,
PPMS004C0005STZI,#4-40x5/16 PHIL PAN M/S STL,HI-Q,700,"3,400",0,Fasteners,Screw,,,,
PPMS004C0006NY,4-40 x 3/8 PHIL PAN M/S NYLON,VIP,700,"12,000",0,Fasteners,Screw,,,,
PPMS004C0006S1,#4-40x3/8 PHIL PAN M/S 316,STR,700,200,0,Fasteners,Screw,,,,
PPMS004C0006SS,4-40 X 3/8 PHIL PAN M/S,STR,700,"29,145","150,000",Fasteners,Screw,,,,
PPMS004C0006SSBO,4-40 X 3/8 PHIL PAN MS S.S.,ACC-SP,701,"1,500",0,Fasteners,Screw,,,,
PPMS004C0006STLCT,4-40 X 3/8  PHIL PAN M/S STEEL,ACC-SP,701,"3,067",0,Fasteners,Screw,,,,
PPMS004C0006STZI3,4-40 X 3/8 PHIL PAN M/S STL,STELFA,700,"32,000",0,Fasteners,Screw,,,,
PPMS004C0006STZY,4-40 X 3/8 PHIL PAN M/S STL ZN,ACC-SP,700,50,0,Fasteners,Screw,,,,
PPMS004C0007SS,#4-40x7/16 PHIL PAN M/S,STR,700,"6,400",0,Fasteners,Screw,,,,
PPMS004C0008SS,4-40 X 1/2 PHL PAN MS S/S 18-8,STR,700,"5,000","20,000",Fasteners,Screw,,,,
PPMS004C0008SSBO,4-40 X 1/2 P-PAN MS STAINLESS,ACC-SP,701,"4,300",0,Fasteners,Screw,,,,
PPMS004C0008STBO,#4-40x1/2 PHIL PAN M/S STL,ACC-SP,701,"6,400",0,Fasteners,Screw,,,,
PPMS004C0009SS,4-40 X 9/16 PHIL PAN HD MS SS,HI-Q,700,"4,800",0,Fasteners,Screw,,,,
PPMS004C0009STZI,4-40 X 9/16 PHIL PAN M/S STL,HI-Q,700,"2,000",0,Fasteners,Screw,,,,
PPMS004C0010SS,4-40 X 5/8 PHL PAN MS S/S,BRIK,700,"1,700","100,000",Fasteners,Screw,,,,
PPMS004C0010SSBO,4-40X5/8 PHIL PAN HD MS/ S/S,ACC-SP,701,"6,000",0,Fasteners,Screw,,,,
PPMS004C0010STBO,#4-40x5/8 PHIL PAN M/S STL,WELLFL,901-FEND,"524,820",0,Fasteners,Screw,,,,
PPMS004C0010STLCT,4-40 X 5/8  PHIL PAN M/S STEEL,ACC-SP,701,"2,660",0,Fasteners,Screw,,,,
PPMS004C0010STZI,4-40 X 5/8 PHIL PAN M/S STL,STELFA,700,"9,500",0,Fasteners,Screw,,,,
PPMS004C0011SSNP-SP,4-40x11/16 PHL PN MS SS WITH,ACC-SP,701,200,0,Fasteners,Screw,,,,
PPMS004C0012SS,4-40 X 3/4 PHIL PAN M/S,STR,700,"82,400",0,Fasteners,Screw,,,,
PPMS004C0012STBO,#4-40x3/4 PHIL PAN M/S STL,KAN,700,"15,948",0,Fasteners,Screw,,,,
PPMS004C0014SS,4-40 X 7/8 PHIL PAN M/S,STR,700,0,"13,500",Fasteners,Screw,,,,
PPMS004C0016SS,4-40 X 1 PHIL PAN M/S,BRIK,700,300,0,Fasteners,Screw,,,,
PPMS004C0020NY,4-40 X 1-1/4 PHIL PAN MS NYLON,VIP,700,"12,600",0,Fasteners,Screw,,,,
PPMS004C0020STZI3,4-40 X 1 1/4 PHIL PAN MS,BBS,700,"19,000",0,Fasteners,Screw,,,,
PPMS004C0024STZI,#4-40x1-1/2 PHIL PAN M/S STL,STELFA,700,"7,300",0,Fasteners,Screw,,,,
PPMS004C0026STZI3,4-40 X 1-5/8 PHIL PAN M/S STL,WELLFL,901-BALBOA,"219,270",0,Fasteners,Screw,,,,
PPMS004C0028SS,#4-40x1-3/4 PHIL PAN M/S,STR,700,700,0,Fasteners,Screw,,,,
PPMS004C0028STZI3,4-40 X 1 3/4 PHIL PAN MS STL,LM,700,"14,850",0,Fasteners,Screw,,,,
PPMS005C0005SS,5-40 X 5/16 PHL PAN MS S/S,STR,700,700,0,Fasteners,Screw,,,,
PPMS005C0010SS,5-40 X 5/8 PHL PAN MS S/S,STR,700,300,0,Fasteners,Screw,,,,
PPMS006C0003NY,#6-32x3/16 PHIL PAN M/S NYLON,VIP,800,"4,000",0,Fasteners,Screw,,,,
PPMS006C0003SS,6-32 X 3/16 PHIL PAN MS SS,STR,700,"103,150",0,Fasteners,Screw,,,,
PPMS006C0003SSBO,6-32 X 3/16 PHIL PAN MS SS,ACC-SP,701,"2,750",0,Fasteners,Screw,,,,
PPMS006C0003STZI,6-32 X 3/16 PHL PAN M/S STEEL,BBS,700,"17,000",0,Fasteners,Screw,,,,
PPMS006C0004NY,#6-32x1/4 PHIL PAN M/S NYLON,VIP,700,"3,000",0,Fasteners,Screw,,,,
PPMS006C0004SS,6-32 X 1/4 PHIL PAN M/S,BRIK,700,0,"20,000",Fasteners,Screw,,,,
PPMS006C0004SSBO,6-32 X 1/4 PHIL PAN M/S S.S.,ACC-SP,701,"1,000",0,Fasteners,Screw,,,,
PPMS006C0004STBO,#6-32x1/4 PHIL PAN M/S STL,KAN,700,"21,000",0,Fasteners,Screw,,,,
PPMS006C0004STLCT,6-32x1/4 PHIL PAN MS STL TIN,ACC-SP,701,"3,710",0,Fasteners,Screw,,,,
PPMS006C0004STNI,6-32X1/4 PHIL PAN HD M/S,ACC-SP,700,"9,600",0,Fasteners,Screw,,,,
PPMS006C0004STZI3,6-32 X 1/4 PHIL PAN M/S STL,STELFA,700,"116,210",0,Fasteners,Screw,,,,
PPMS006C0005NY,#6-32x5/16 PHIL PAN M/S NYLON,VIP,700,"18,700",0,Fasteners,Screw,,,,
PPMS006C0005SS,6-32 X 5/16 PHIL PAN M/S,STR,704-BLNK,"25,645","165,000",Fasteners,Screw,,,,
PPMS006C0005STZI3,6-32x5/16 PHIL PAN M/S STL,BBS,700,"2,928",0,Fasteners,Screw,,,,
PPMS006C0006S1,6-32 X 3/8 PHIL PAN M/S 316,BRIK,700,"5,000",0,Fasteners,Screw,,,,
PPMS006C0006SS,6-32 X 3/8 PHIL PAN M/S,STR,700,"173,150",0,Fasteners,Screw,,,,
PPMS006C0006SSBO,6-32 X 3/8 PPMS S.S BLK/OX,ACC-SP,701,"7,800",0,Fasteners,Screw,,,,
PPMS006C0006SSBZ,6-32 X 3/8 PHIL PAN M/S,ACC-SP,701,"4,000",0,Fasteners,Screw,,,,
PPMS006C0006STBO,#6-32x3/8 PHIL PAN M/S STL,ACC-SP,701,"21,080",0,Fasteners,Screw,,,,
PPMS006C0006STNI,#6-32x3/8 PHIL PAN M/S STL,ACC-SP,701,"3,495",0,Fasteners,Screw,,,,
PPMS006C0006STZI3,6-32 X 3/8 PHIL PAN M/S STL,STELFA,700,"75,800",0,Fasteners,Screw,,,,
PPMS006C0007SS,#6-32x7/16 PHIL PAN M/S,BRIK,700,800,0,Fasteners,Screw,,,,
PPMS006C0008SS,6-32 X 1/2 PHIL PAN MS SS 18-8,STR,704-BLNK,"34,000","810,000",Fasteners,Screw,,,,
PPMS006C0008SS-OR,6-32 X 1/2 PHIL PAN M/S W/,ZAGO,700,500,0,Fasteners,Screw,,,,
PPMS006C0008STZI3,6-32 X 1/2 PHIL PAN M/S STL,STELFA,700,"45,550",0,Fasteners,Screw,,,,
PPMS006C0008STZY,6-32 X 1/2 PHIL PAN MS ST ZY,COR,700,"5,000",0,Fasteners,Screw,,,,
PPMS006C0010S1,6-32x5/8 PHIL PAN M/S,STR,700,100,0,Fasteners,Screw,,,,
PPMS006C0010SS,6-32x5/8 PHIL PAN M/S,BBS,700,"8,900",0,Fasteners,Screw,,,,
PPMS006C0010SS-PASS,6-32x5/8 PHIL PAN M/S,ACC-SP,701,"3,000",0,Fasteners,Screw,,,,
PPMS006C0010SSPCP-PP,6-32x5/8 PPMS S/S PASSIVATED,GOFAST,902-GECKO,"314,600",0,Fasteners,Screw,,,,
PPMS006C0010STZI,6-32 X 5/8 PHIL PAN M/S STL,BBS,700,"9,300",0,Fasteners,Screw,,,,
PPMS006C0012S1,#6-32 X 3/4 PHIL PAN M/S,BBS,700,"7,800",0,Fasteners,Screw,,,,
PPMS006C0012SS,6-32 X 3/4 PHIL PAN M/S,STR,700,"4,000","10,000",Fasteners,Screw,,,,
PPMS006C0012STNI,6-32 X 3/4 P-PAN MS STL NICKEL,ACC-SP,701,"12,550",0,Fasteners,Screw,,,,
PPMS006C0012STZISP,6-32 X 3/4 PHIL PAN M/S STEEL,CSMFAS,800,"2,600",0,Fasteners,Screw,,,,
PPMS006C0016SS,#6-32x1 PHIL PAN M/S STAINLESS,STR,700,"29,000",0,Fasteners,Screw,,,,
PPMS006C0016STZI,#6-32x1 PHIL PAN M/S STL ZINC,STELFA,700,"9,800",0,Fasteners,Screw,,,,
PPMS006C0020S1NI,6-32 X 1-1/4 PHIL PAN M/S,ACC-SP,701,"1,400",0,Fasteners,Screw,,,,
PPMS006C0020SS,6-32 X 1-1/4 PHIL PAN M/S,BRIK,700,550,0,Fasteners,Screw,,,,
PPMS006C0020STZI3,6-32 X 1-1/4 PHIL PAN M/S,WELLFL,901-Balboa,"81,600","250,000",Fasteners,Screw,,,,
PPMS006C0024STZI,6-32 X 1 1/2 PHL PAN MS STEEL,STELFA,700,"4,550",0,Fasteners,Screw,,,,
PPMS006C0028SS,#6-32x1-3/4 PHIL PAN M/S,STR,700,700,0,Fasteners,Screw,,,,
PPMS006C0030SS,6-32 X 1 7/8 PHIL PAN M/S,STR,704-BALB,"15,042","10,000",Fasteners,Screw,,,,
PPMS006C0032SS,6-32x2 PHIL PAN M/S STAINLESS,STR,700,600,0,Fasteners,Screw,,,,
PPMS006C0040SSBO,#6-32x2-1/2 PHIL PAN M/S,ACC-SP,701,"4,920",0,Fasteners,Screw,,,,
PPMS006C0048SSBO,6-32 X 3 PHIL PAN MS,KAN,701,"1,050",0,Fasteners,Screw,,,,
PPMS008C0003SS,8-32X3/16 PHIL PAN HD M/S S/S,STR,700,"1,225",0,Fasteners,Screw,,,,
PPMS008C0003STZI,8-32 X 3/16 PHIL PAN M/S STL,BBS,700,"1,909",0,Fasteners,Screw,,,,
PPMS008C0004SS,8-32 X 1/4 PHL PAN MS S/S 18-8,STR,700,"59,500",0,Fasteners,Screw,,,,
PPMS008C0005SS,8-32 X 5/16 PHIL PAN MS,STR,700,"8,350",0,Fasteners,Screw,,,,
PPMS008C0005STZI,8-32 X 5/16 PHIL PAN M/S STL,HI-Q,700,"2,740",0,Fasteners,Screw,,,,
PPMS008C0006SS,8-32 X 3/8 PHIL PAN M/S S/S,BRIK,700,"12,490",0,Fasteners,Screw,,,,
PPMS008C0006SSBO,8-32 X 3/8 PHIL PAN M/S S/S,ACC-SP,701,"1,500",0,Fasteners,Screw,,,,
PPMS008C0006STBO,8-32 X 3/8 PHIL PAN M/S STL,ACC-SP,701,"13,000",0,Fasteners,Screw,,,,
PPMS008C0006STZI,8-32 X 3/8 PHIL PAN M/S STL,STELFA,700,"26,425",0,Fasteners,Screw,,,,
PPMS008C0008S1,8-32 X 1/2 PHL PAN M/S 316 S/S,BRIK,700,"1,600",0,Fasteners,Screw,,,,
PPMS008C0008SS,8-32 X 1/2 PHL PAN MS S/S 18-8,HI-Q,700,"89,380","22,000",Fasteners,Screw,,,,
PPMS008C0008SSBO,8-32 X 1/2 PPMS S.S. BLK/OX,ACC-SP,701,"20,500",0,Fasteners,Screw,,,,
PPMS008C0008STZI,8-32 X 1/2 PHIL PAN M/S STL,STELFA,700,"11,938","10,000",Fasteners,Screw,,,,
PPMS008C0008STZINP,8-32 X 1/2 PHL PAN M/S STEEL,ACC-SP,701,"90,000",0,Fasteners,Screw,,,,
PPMS008C0008STZY,8-32 X 1/2 PHIL PAN MS STL,ACC-SP,701,95,0,Fasteners,Screw,,,,
PPMS008C0009SS,8-32X9/16 PHIL PAN HD M/S S/S,STR,700,"6,000",0,Fasteners,Screw,,,,
PPMS008C0010BR,8-32 X 5/8 PHL PAN MS BRASS,STR,700,600,0,Fasteners,Screw,,,,
PPMS008C0010S1,8-32 X 5/8 PHIL PAN M/S 316,STR,700,277,0,Fasteners,Screw,,,,
PPMS008C0010SS,8-32 X 5/8 PHIL PAN M/S,BRIK,700,"6,700",0,Fasteners,Screw,,,,
PPMS008C0010STBZ3,8-32 X 5/8 PPMS STEEL BLACK,ACC-SP,701,"2,095",0,Fasteners,Screw,,,,
PPMS008C0010STZI,8-32 X 5/8 PHIL PAN MS STL,STELFA,700,"17,270",0,Fasteners,Screw,,,,
PPMS008C0012SS,8-32 X 3/4 PHIL PAN M/S S/S,HI-Q,700,"21,905",0,Fasteners,Screw,,,,
PPMS008C0012STZI,#8-32 X 3/4 PPMS STL ZINC,STELFA,700,500,"8,000",Fasteners,Screw,,,,
PPMS008C0014SS,8-32 X 7/8 PHIL PAN MS SS,BBS,700,"20,000",0,Fasteners,Screw,,,,
PPMS008C0014STZI,8-32 X 7/8 PHIL PAN MS STL,STELFA,700,"27,800",0,Fasteners,Screw,,,,
PPMS008C0016SS,8-32 X 1 PHIL PAN M/S SS 18-8,STR,700,"11,000",0,Fasteners,Screw,,,,
PPMS008C0016SSBO,8-32 X 1 PHIL PAN M/S S/S,ACC-SP,701,"2,250",0,Fasteners,Screw,,,,
PPMS008C0016STZI,8-32 X 1 PHIL PAN M/S STL ZINC,STELFA,700,"1,560",0,Fasteners,Screw,,,,
PPMS008C0018SS,8-32 X 1-1/8 PHIL PAN MS SS,BRIK,700,"1,700",0,Fasteners,Screw,,,,
PPMS008C0020SS,8-32 X 1-1/4 PHIL PAN M/S,BBS,700,"4,028",0,Fasteners,Screw,,,,
PPMS008C0020STNI,8-32 X 1 1/4 PPMS STL NICKEL,ACC-SP,701,"5,300",0,Fasteners,Screw,,,,
PPMS008C0020STZI,8-32 X 1 1/4 PHIL PAN M/S STL,BBS,700,"5,500",0,Fasteners,Screw,,,,
PPMS008C0022SS,8-32 X 1 3/8 PHL PAN MS,STR,700,"1,500",0,Fasteners,Screw,,,,
PPMS008C0024SS,8-32 X 1-1/2 PHIL PAN M/S S.S.,BRIK,700,"13,580",0,Fasteners,Screw,,,,
PPMS008C0024STZI,8-32 X 1 1/2 PHIL PAN M/S STL,BBS,700,"1,990",0,Fasteners,Screw,,,,
PPMS008C0028SS,8-32 X 1 3/4 PHIL PAN MS,STR,700,"2,417",0,Fasteners,Screw,,,,
PPMS008C0036STZI,8-32 X 2-1/4 PHIL PAN M/S,STELFA,700,"2,300",0,Fasteners,Screw,,,,
PPMS008C0040SS,8-32 X 2 1/2 PHL PAN M/S STEEL,BBS,700,"4,100",0,Fasteners,Screw,,,,
PPMS010 0008SS  BO,#10-32 X 1/2 PAN PHIL M/S,ACCU-WO,701,4,0,Fasteners,Screw,,,,
PPMS010C0004SS,10-24 X 1/4 PHIL PAN MS SS,BRIK,700,"10,400",0,Fasteners,Screw,,,,
PPMS010C0005SS,10-24 x 5/16 PHIL PAN M/S S/S,BBS,700,215,0,Fasteners,Screw,,,,
PPMS010C0006S1,#10-24x3/8 PHIL PAN M/S 316,STR,700,"4,300",0,Fasteners,Screw,,,,
PPMS010C0006SS,10-24 X 3/8 PHIL PAN M/S,STR,700,"9,740","60,000",Fasteners,Screw,,,,
PPMS010C0008SS,#10-24x1/2 PHIL PAN M/S,STR,700,"3,000","20,000",Fasteners,Screw,,,,
PPMS010C0008STZY,10-24 X 1/2 PHIL PAN MS STL,ACC-SP,700,"1,000",0,Fasteners,Screw,,,,
PPMS010C0010S1,10-24 X 5/8 PHIL PAN MS,STR,700,300,0,Fasteners,Screw,,,,
PPMS010C0010SS,10-24 X 5/8 PHIL PAN MS,STR,700,849,0,Fasteners,Screw,,,,
PPMS010C0012S1,#10-24x3/4 PHIL PAN M/S,STR,700,200,0,Fasteners,Screw,,,,
PPMS010C0012SS,#10-24x3/4 PHIL PAN M/S,BRIK,700,"16,740",0,Fasteners,Screw,,,,
PPMS010C0012SSBO,#10-24x3/4 PHIL PAN M/S,ACC-SP,701,"1,000",0,Fasteners,Screw,,,,
PPMS010C0012STZI3,10-24 X 3/4 PHIL PAN MS STL ZN,BBS,700,"6,000",0,Fasteners,Screw,,,,
PPMS010C0016SS,#10-24x1 PHIL PAN M/S,BRIK,700,"6,000",0,Fasteners,Screw,,,,
PPMS010C0020SS,10-24 X 1 1/4 PHIL PAN MS S/S,STR,700,"25,380",0,Fasteners,Screw,,,,
PPMS010C0024SS,10-24x1-1/2 PHIL PAN M/S,STR,700,450,0,Fasteners,Screw,,,,
PPMS010C0028STZI,#10-24x1-3/4 PHIL PAN M/S STL,STELFA,700,"4,800",0,Fasteners,Screw,,,,
PPMS010C0040SS,10-24 X 2-1/2 PHIL PAN S/S,STR,700,337,0,Fasteners,Screw,,,,
PPMS010F0004SS,10-32 X 1/4 PHIL PAN M/S SS,STR,700,"20,820",0,Fasteners,Screw,,,,
PPMS010F0004STZI,10-32 X 1/4 PHIL PAN M/S STL,BBS,700,"8,985",0,Fasteners,Screw,,,,
PPMS010F0005SS,#10-32x5/16 PHIL PAN M/S,STR,700,400,0,Fasteners,Screw,,,,
PPMS010F0006S1,10-32 X 3/8 PHIL PAN MS,BBS,700,200,0,Fasteners,Screw,,,,
PPMS010F0006SS,10-32 X 3/8 PHIL PAN MS,STR,700,"41,440",0,Fasteners,Screw,,,,
PPMS010F0006STZG,10-32 X 3/8 PHIL PAN MS,ACC-SP,701,"8,000",0,Fasteners,Screw,,,,
PPMS010F0006STZI,10-32 X 3/8 PHIL PAN MS,STELFA,700,"23,447",0,Fasteners,Screw,,,,
PPMS010F0008S1,10-32 X 1/2 PHIL PAN M/S 316,STR,700,"5,500",0,Fasteners,Screw,,,,
PPMS010F0008SS,10-32 x 1/2 PHIL PAN M/S SS,STR,700,"15,400",0,Fasteners,Screw,,,,
PPMS010F0008SSBO,10-32 X 1/2 PHIL PAN MS,ACC-SP,700,"1,250",0,Fasteners,Screw,,,,
PPMS010F0008STBO,#10-32x1/2 PHIL PAN M/S STL,ACC-SP,701,"19,300",0,Fasteners,Screw,,,,
PPMS010F0008STTI,10-32 X 1/2 PHIL PAN M/S STL,WELLFL,901-BALBOA,"19,310","100,000",Fasteners,Screw,,,,
PPMS010F0008STZI,10-32 X 1/2 PHIL PAN M/S STL,STELFA,700,"22,977",0,Fasteners,Screw,,,,
PPMS010F0010SS,#10-32x5/8 PHIL PAN M/S,BBS,700,"12,545",0,Fasteners,Screw,,,,
PPMS010F0010SSBO,10-32 X 5/8 PHIL PAN MS,ACC-SP,701,158,0,Fasteners,Screw,,,,
PPMS010F0010STZI3,#10-32x5/8 PHIL PAN M/S STL,BBS,700,"6,567",0,Fasteners,Screw,,,,
PPMS010F0012SS,10-32 X 3/4 PHIL PAN M/S SS,STR,700,"18,500",0,Fasteners,Screw,,,,
PPMS010F0012STZI,10-32 X 3/4 PHIL PAN M/S STL,STELFA,700,"20,490",0,Fasteners,Screw,,,,
PPMS010F0016S1,10-32 X 1 PHILLIP PAN MS,BRIK,700,125,0,Fasteners,Screw,,,,
PPMS010F0016STBO,#10-32x1 PHIL PAN M/S STL,ACC-SP,701,"14,500",0,Fasteners,Screw,,,,
PPMS010F0016STBZ3NP,"10-32 X 1"" PHIL PAN MACH SCREW",ACC-SP,702,"5,148",0,Fasteners,Screw,,,,
PPMS010F0016STZI,10-32 X 1 PHIL PAN M/S STL ZN,BBS,700,"1,000",0,Fasteners,Screw,,,,
PPMS010F0020STBO,#10-32x1-1/4 PHIL PAN M/S STL,ACC-SP,701,"3,600",0,Fasteners,Screw,,,,
PPMS010F0022SS,10-32 X 1 3/8 PHIL PAN M/S,BBS,700,"1,282",0,Fasteners,Screw,,,,
PPMS010F0022STZI,#10-32x1-3/8 PHIL PAN M/S STL,KAN,700,0,"6,000",Fasteners,Screw,,,,
PPMS010F0024SS,10-32x1-1/2 PHIL PAN M/S,BBS,700,"6,894",0,Fasteners,Screw,,,,
PPMS010F0024SSBO,10-32X 1-1/2 PHIL PAN MS,ACC-SP,701,"5,000",0,Fasteners,Screw,,,,
PPMS010F0028SS,#10-32x1-3/4 PHIL PAN M/S,STR,700,100,0,Fasteners,Screw,,,,
PPMS010F0032SS,10-32x2 PHIL PAN M/S STAINLESS,STR,700,"1,000",0,Fasteners,Screw,,,,
PPMS010F0032STZI,#10-32x2 PHIL PAN M/S STL ZINC,STELFA,700,"14,195",0,Fasteners,Screw,,,,
PPMS010F0036STZI,#10-32x2-1/4 PHIL PAN M/S STL,KAN,700,450,0,Fasteners,Screw,,,,
PPMS010F0048STZI,"#10-32 x 3"" PHIL PAN M/S STEEL",BBS,700,800,0,Fasteners,Screw,,,,
PPMS012C0008SS,12-24X1/2 PHIL PAN HD M/S,STR,700,500,0,Fasteners,Screw,,,,
PPMS016C003SS,M1.6-0.35 X 3MM PHIL PAN M/S,STR,700,0,"50,000",Fasteners,Screw,,,,
PPMS016C003SSDL204,M1.6-0.35 X 3MM PHIL PAN M/S,ACC-SP,701,"45,700",0,Fasteners,Screw,,,,
PPMS016C010STLZI DIN7985A,1.6-0.35 X 10MM PHIL PAN M/S,KAN,700,"8,000",0,Fasteners,Screw,,,,
